path,Economics-Mulligan,Geogebra,Heizmann-UltimateInvariantSynthesis,LassoRanker,Pine,Sturm-MBO,Sturm-MGC,UltimateAutomizer,Uncu,ezsmt,hong,hycomp,kissing,meti-tarski,pPDA-Chiari-Pontiggia-Winkler,zankl
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_FibonacciPoly_b.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_Mitrinovic_4_14.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_Mitrinovic_4_22a.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_Bessack_4_m3.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_Mitrinovic_8_4.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC10_ex4c.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_Mitrinovic_4_3.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_LevinRHSb.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC10_ex2d.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_LevinLHS.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m1.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinRHSc.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_4_30_2.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_JSC_SUMCracker_14d.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_4_18.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_JSC_SUMCracker_15.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_8.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex2c.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex4c.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex3c.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_3_m2.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_FibonacciPoly_b.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_4_m2.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinLHS.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex3f.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_2_m1.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinRHSb.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex3a.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_3_28.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_4.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex4b.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_7_35.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex3e.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex4d.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_3_29.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC10_ex1e.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_4_22b.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Mitrinovic_7_31.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinRHSm.smt2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_NRA/hong/hong_6.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_NRA/hong/hong_14.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_15.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_18.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_7.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_8.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_13.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hong/hong_9.smt2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_linear_enc_global_4.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_lemmas_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_linear_enc_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_lemmas_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_global_7.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.02.redlog_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.03.redlog_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_lemmas_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_lemmas_global_9.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.05.redlog_global_13.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.01.redlog_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_7.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_global_9.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_lemmas_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.10.redlog_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_lemmas_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.03.seq_lazy_lemmas_global_13.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_lemmas_global_7.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_lemmas_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_linear_enc_global_9.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_lemmas_global_7.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_4.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_linear_enc_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.10.qfree_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_lemmas_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.05.qfree_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_linear_enc_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.01.qfree_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.01.seq_lazy_linear_enc_lemmas_global_2.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.05.redlog_global_6.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_linear_enc_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.02.seq_lazy_linear_enc_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.01.seq_lazy_lemmas_global_15.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.04.redlog_global_11.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_global_12.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_global_10.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_plain.04.qfree_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_global_6.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_14.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill_simple.03.redlog_global_8.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QF_NRA/hycomp/ball_count_2d_hill.01.redlog_global_4.smt2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
