path,Averest,Bouvier,DTP,RTCL,RVpredict-BohanLi,asp,bcnscheduling,cellar,diamonds,fuzzy-matrix,job_shop,jobshop-BohanLi,mathsat,parity,planning,qlock,queens_bench,sal,schedulingIDL,sep
QF_IDL/Averest/insertion_sort/InsertionSort_live_bgmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc007.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc008.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc009.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc007.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc011.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc009.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc010.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc008.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc008.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/fast_max/FastMax_safe_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/linear_search/LinearSearch_live_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc007.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc010.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc011.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc010.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc013.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc009.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc008.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc008.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc012.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/parallel_search/ParallelSearch_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/parallel_search/ParallelSearch_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/parallel_search/ParallelSearch_safe_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc017.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_live_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_safe_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_safe_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_safe_blmc001.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_safe_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_safe_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_live_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/partition/Partition_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_safe_blmc001.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_live_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_safe_bgmc001.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_safe_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_live_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/binary_search/BinarySearch_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc009.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_bgmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_safe_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_live_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_bgmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_bgmc007.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc005.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_bgmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_live_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_safe_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc004.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_safe_blmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc010.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc006.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_live_bgmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork4_live_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/min_max/MinMax_live_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/min_max/MinMax_safe_bgmc002.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/min_max/MinMax_safe_blmc000.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/Averest/min_max/MinMax_safe_bgmc003.smt2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-10-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-4-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-4-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-3-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER7-3-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER5-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER7-8-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-12-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-1-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER4-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-8-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER6-6-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-6-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER8-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER7-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-9-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-13-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-12-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-8-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER8-1-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-10-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER7-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-6-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER6-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-13-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-8-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-9-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-3-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-4-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-12-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-3-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-11-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER8-4-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-12-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER3-3-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER8-6-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER9-6-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-10-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-15-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER7-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-5-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-2-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-11-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-11-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-9-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER10-7-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-13-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-4-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO2-5-PO2.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO2-4-PO2.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO2-3-PO2.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER11-8-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER13-14-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO3-9-PO3.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO3-2-PO3.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO2-7-PO2.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO3-5-PO3.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER14-1-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO3-6-PO3.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO4-4-PO4.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO4-9-PO4.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO4-6-PO4.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO3-4-PO3.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/post_office/PO4-3-PO4.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/mathsat/fischer/FISCHER12-10-ninc.smt2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QF_IDL/fuzzy-matrix/Waldmann_r6.srs_slice-4_constraint-151140.smt2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QF_IDL/fuzzy-matrix/Zantema_z053.srs_slice-8_constraint-227740.smt2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QF_IDL/fuzzy-matrix/Marche_turing_copy.srs_slice-6_constraint-467782.smt2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
