path,RicartAgrawala,boogie,check,grasshopper,misc,psyco,sexpr,simplify,simplify2,sledgehammer,tokeneer,tptp
UFLIA/boogie/Typeof_Typeof.N.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PeerModifiesClauses_Homeboy.E-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/MustOverride_Ex4.B..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Literals_Test..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BasicMethodology_Component..ctor_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Chunker6_Chunker..ctor_System.String_notnull_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ExplicitExposeVersionHavoc_A.Unsound-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Strings_test3.XY.N1_test3.XY_notnull_System.Object_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereMotivation_Types.MCall-modifiesOnLoop_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssignToRepField_AssignToRepField..ctor_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PureAxioms_A..ctor-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Boxes_Boxes_2.A.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/CommittedOblivious_CO..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ParamOut_Test.foo_MyInterface_2...System.String___System.String_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C1.W2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Immutable_test3.E.Mfalse.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BClient_Client.P_MyClass_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_Types.P2_K_notnull-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Strings_test3.XY.M3_System.Object_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssertFalse_AssertFalseTest.Test1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/SimpleAssignments2_SimpleAssignments2.DivisionByZero-infer_i.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BasicMethodology_CS.test0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_Types.N0_C_D-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StaticFields_StaticFields.M.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Strengthen_U..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Factory_Test.N.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/SiblingConstructors_SiblingConstructors..ctor_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Quantifiers_R-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BClient_Client.Q_MyClass_notnull_System.Boolean_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Chunker11c_Chunker.NextChunk.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_T..ctor_D_notnull-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssertFalse_AssertFalseTest..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Modifies_Arraytests.P0_System.String.array-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PureCall_Cell.set_FieldLikeProperty_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Pack_Good2.Cell.GetX.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/LocalExpose_U.N0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/SimpleWhile5_SimpleWhile5..ctor-infer_i.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C2.X0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C2.W2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/QuantifierVisibilityInvariant_A.SpecSharp.CheckInvariant_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PeerModifiesClauses_Homeboy.A-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Bag0_Bag.Add_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C2.Y0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AdvancedTypes_W..ctor-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PeerModifiesClauses_Homeboy.F-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/CommittedOblivious_W..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Change773_Test2..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereMotivation_Types.MLoop1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AdvancedTypes_X..ctor-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Arrays_P2-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ExposeVersion_X.FieldUpdateByObjectCreationWithMethodQueryFails_X_notnull-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Spouse_Person.NN.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereClause_C..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssignToNonInvariantField_ClientClass..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StaticFields_StaticFields..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/DoWhileBad_Test.Copy_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BoxedInt_BoxedInt.P_System.Double.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereMotivation_Types.M-modifiesOnLoop_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Array_test3.MyClass.Allocate0_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Strings_test3.MyStrings.StringCoolness3.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/BasicMethodology_CS..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Spouse_Person.Marry_Person_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Array_test3.MyClass.M2_test3.MyClass.array2_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Search_Search..ctor-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Passification_bad0-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Immutable_test3.E.M.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/EnsuresFalse_C.foo.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Boxes_Boxes_2.Q_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Assumptions_Sub.Q.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C1.Y0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ExposeVersion_A.FieldUpdateOnOtherWithMethodQuery_A_notnull_A_notnull-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Spouse_Person..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/StrictReadOnly_C2..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Spouse_Person.MarryAssignTheOtherWayAround_GoodnessRestored_Person_notnull_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Immutable_test3.Typeof..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereMotivation_Types.MLoop3.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ExactTypes_F.CoVariance_W_notnull_System.Object.array_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/CommittedOblivious_CO.P.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Chunker1_Chunker..ctor_System.String_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhereMotivation_Types.SLoop0-modifiesOnLoop_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/LocalExpose_D..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Change769_Test7..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/DefaultLoopInv0_A.N0_System.Int32-modifiesOnLoop-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_Types.Q_T_T-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_Types.P3_K_notnull-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ValidAndPrevalid_Interval.SpecSharp.CheckInvariant_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/QuantifierVisibilityInvariant_B.SpecSharp.CheckInvariant_System.Boolean.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/PeerModifiesClauses_Homeboy.D-level_2.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/ModifiesClauses_ModifiesClauses.Test1_C_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssumeEnsures_Proc-noinfer_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Bag2_Bag.RemoveMin.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/IntToString_Test.Main.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/WhileBad_Test..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Unsigned_test..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Immutable_test3.C.M0.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/DoWhileGood_Test..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/loopinv0-nonnull_F.M-modifiesOnLoop.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AdvancedTypes_Q..ctor-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Types_Types.P7_System.Object.array_notnull_System.Int32.array_notnull_A.array_notnull_J.array_notnull_B.array_notnull-orderStrength_1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Spouse_Person.A1_Possession_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/equiv6_M0-infer_e-vc_local.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/LocalExpose_T.V3.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Interval_Interval.BadShift2_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Strings_test3.MyStrings.StringCoolness1.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Subclass_Sub..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/SimpleWhile5_SimpleWhile5.NegativeWrong_System.Int32_System.Int32_System.Int32-infer_i.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AdditiveMethods_Sub.StartHere2_AdditiveMethods_notnull.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssignToNonInvariantField_AnotherClient.P_AlsoBad.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/AssignToRepField_AssignToRepField..ctor_System.Int32.array.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Chunker8_Chunker..ctor_System.String_notnull_System.Int32.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Search_Search.ContainsZero_WithoutExplicitInvariant_System.Int32.array_notnull-noinfer.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Array2_test3.MyClass2..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
UFLIA/boogie/Immutable_test3.Imtbl..ctor.smt2,0,1,0,0,0,0,0,0,0,0,0,0
