path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,Int,Real,div,mod,divisible,iand,int.pow2,div_total,mod_total,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,maxTermDepth,normalizedSize
QF_IDL/Averest/insertion_sort/InsertionSort_live_bgmc011.smt2,1,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,352,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,5368,20836,0,0,632,0,0,1158,434007
QF_IDL/Averest/insertion_sort/InsertionSort_live_bgmc005.smt2,1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,160,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2440,9478,0,0,290,0,0,577,190268
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc007.smt2,1,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,0,0,1152,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,17503,68324,0,0,2092,0,0,3590,1453360
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc006.smt2,1,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,0,0,896,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,13614,53151,0,0,1631,0,0,2829,1128289
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc002.smt2,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,34,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,315,1268,0,0,54,0,0,143,25724
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc004.smt2,1,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,480,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,7294,28490,0,0,880,0,0,1543,596420
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc004.smt2,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,112,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1224,4931,0,0,204,0,0,364,101286
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc008.smt2,1,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,202,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,2169,8696,0,0,354,0,0,635,184523
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc009.smt2,1,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,230,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,2478,9934,0,0,404,0,0,710,212713
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc007.smt2,1,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,174,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1860,7458,0,0,304,0,0,542,156971
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc011.smt2,1,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,0,0,790,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,9679,35821,0,0,1690,0,0,2288,831342
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc009.smt2,1,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,0,0,1540,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,16729,67855,0,0,2790,0,0,4115,1523989
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc005.smt2,1,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,588,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,6389,25941,0,0,1074,0,0,1634,572392
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc010.smt2,1,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,3060,12305,0,0,504,0,0,819,265399
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc003.smt2,1,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,180,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,2233,7905,0,0,402,0,0,556,179066
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc002.smt2,1,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,168,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,1826,7431,0,0,312,0,0,514,156115
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc003.smt2,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,62,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,624,2506,0,0,104,0,0,225,51290
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc000.smt2,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,306,1244,0,0,54,0,0,138,24985
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc008.smt2,1,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,569,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,6867,25562,0,0,1200,0,0,1637,587992
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc006.smt2,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,168,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,1836,7389,0,0,304,0,0,503,154337
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc005.smt2,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1530,6160,0,0,254,0,0,440,127041
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc003.smt2,1,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,3043,12370,0,0,516,0,0,808,266971
QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc008.smt2,1,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,224,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,2448,9847,0,0,404,0,0,676,210030
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc005.smt2,1,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,295,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,3649,13063,0,0,649,0,0,874,299952
QF_IDL/Averest/selection_sort/SelectionSort_live_blmc004.smt2,1,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,420,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,4564,18540,0,0,770,0,0,1173,404389
QF_IDL/Averest/fast_max/FastMax_safe_blmc000.smt2,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,74,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,205,485,0,0,59,0,0,72,15353
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc002.smt2,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,60,177,0,0,69,0,0,39,5670
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc000.smt2,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,93,0,0,37,0,0,30,3168
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc006.smt2,1,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,407,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,4863,17990,0,0,853,0,0,1181,410751
QF_IDL/Averest/linear_search/LinearSearch_live_bgmc004.smt2,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,120,345,0,0,133,0,0,63,10984
QF_IDL/Averest/linear_search/LinearSearch_live_blmc004.smt2,1,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,424,1335,0,0,505,0,0,180,43465
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc007.smt2,1,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,0,1008,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,10375,42468,0,0,1616,0,0,2289,921592
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc010.smt2,1,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,258,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,2642,10679,0,0,400,0,0,671,224519
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc011.smt2,1,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,286,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,2935,11863,0,0,444,0,0,745,250672
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc005.smt2,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,118,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1177,4759,0,0,180,0,0,320,96187
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc003.smt2,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,62,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,591,2391,0,0,92,0,0,192,47924
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc010.smt2,1,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,2900,11762,0,0,444,0,0,669,246713
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc013.smt2,1,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447,0,0,1035,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,11759,43951,0,0,1900,0,0,2319,995460
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc002.smt2,1,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,168,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1730,7098,0,0,276,0,0,427,144567
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc006.smt2,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,146,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1470,5943,0,0,224,0,0,405,120448
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc009.smt2,1,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,230,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,2349,9495,0,0,356,0,0,607,197114
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc006.smt2,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,168,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1740,7062,0,0,268,0,0,437,142982
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc008.smt2,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,202,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,2056,8311,0,0,312,0,0,531,171130
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc008.smt2,1,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,578,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,6560,24471,0,0,1068,0,0,1319,550847
QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc002.smt2,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,580,2362,0,0,92,0,0,178,46960
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc002.smt2,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,34,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,298,1207,0,0,48,0,0,126,24054
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc003.smt2,1,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,180,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,2134,7551,0,0,360,0,0,451,167950
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc004.smt2,1,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,264,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,2997,11085,0,0,496,0,0,618,243981
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc012.smt2,1,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,0,0,989,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,11246,42503,0,0,1816,0,0,2234,958612
QF_IDL/Averest/parallel_search/ParallelSearch_live_bgmc000.smt2,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,183,0,0,37,0,0,58,6144
QF_IDL/Averest/parallel_search/ParallelSearch_live_bgmc002.smt2,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,122,348,0,0,70,0,0,88,11437
QF_IDL/Averest/parallel_search/ParallelSearch_safe_blmc000.smt2,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,198,564,0,0,96,0,0,121,17958
QF_IDL/Averest/partition/Partition_live_bgmc000.smt2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,10,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,124,370,0,0,45,0,0,83,10290
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc017.smt2,1,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662,0,0,1570,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,17613,66719,0,0,2824,0,0,3559,1521198
QF_IDL/Averest/partition/Partition_live_blmc000.smt2,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,30,12,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,367,1100,0,0,130,0,0,191,31199
QF_IDL/Averest/partition/Partition_safe_bgmc003.smt2,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,33,12,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,368,897,0,0,133,0,0,179,26870
QF_IDL/Averest/partition/Partition_safe_blmc002.smt2,1,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,69,28,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,760,2096,0,0,286,0,0,353,62791
QF_IDL/Averest/partition/Partition_safe_blmc001.smt2,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,49,20,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,514,1370,0,0,201,0,0,249,41435
QF_IDL/Averest/partition/Partition_safe_blmc003.smt2,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,87,36,36,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,973,2609,0,0,374,0,0,435,79421
QF_IDL/Averest/partition/Partition_safe_blmc004.smt2,1,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,109,44,44,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,1287,3592,0,0,484,0,0,569,109043
QF_IDL/Averest/partition/Partition_live_blmc004.smt2,1,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,150,60,60,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,1834,5420,0,0,625,0,0,822,160634
QF_IDL/Averest/partition/Partition_live_bgmc002.smt2,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,20,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,248,724,0,0,85,0,0,134,20172
QF_IDL/Averest/binary_search/BinarySearch_safe_blmc001.smt2,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,24,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,193,549,0,0,149,0,0,110,17645
QF_IDL/Averest/binary_search/BinarySearch_live_blmc002.smt2,1,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,48,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,245,735,0,0,153,0,0,159,24949
QF_IDL/Averest/binary_search/BinarySearch_safe_bgmc001.smt2,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,29,0,0,13,0,0,17,1448
QF_IDL/Averest/binary_search/BinarySearch_safe_blmc002.smt2,1,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,40,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,283,799,0,0,208,0,0,153,26560
QF_IDL/Averest/binary_search/BinarySearch_live_bgmc003.smt2,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,127,350,0,0,74,0,0,90,11500
QF_IDL/Averest/binary_search/BinarySearch_live_bgmc000.smt2,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,130,0,0,28,0,0,44,4451
QF_IDL/Averest/buble_sort/BubbleSort_live_blmc009.smt2,1,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,0,0,1540,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,15849,64855,0,0,2460,0,0,3423,1411737
