path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,Int,Real,div,mod,divisible,iand,int.pow2,div_total,mod_total,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,maxTermDepth,normalizedSize
QF_LRA/tta_startup/simple_startup_9nodes.synchro.induct.smt2,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,146,10,75,234,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,94,438,1487,2264,0,0,1001,0,0,243,76230
QF_LRA/tta_startup/simple_startup_9nodes.bug.induct.smt2,1,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,280,20,110,436,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,127,508,2260,2884,0,0,1236,0,0,304,103965
QF_LRA/tta_startup/simple_startup_10nodes.bug.induct.smt2,1,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,331,22,122,523,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,140,603,2718,3392,0,0,1467,0,0,329,122412
QF_LRA/tta_startup/simple_startup_3nodes.synchro.induct.smt2,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,32,4,27,48,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,78,248,521,0,0,215,0,0,111,17851
QF_LRA/tta_startup/simple_startup_6nodes.missing.induct.smt2,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,151,14,74,223,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,88,271,1136,1598,0,0,661,0,0,247,57552
QF_LRA/tta_startup/simple_startup_12nodes.abstract.base.smt2,1,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,230,13,98,381,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,121,444,2070,3188,0,0,1345,0,0,322,104247
QF_LRA/tta_startup/simple_startup_14nodes.abstract.induct.smt2,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,207,575,30,170,951,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,192,1063,4970,5824,0,0,2591,0,0,429,214775
QF_LRA/tta_startup/simple_startup_12nodes.synchro.base.smt2,1,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,230,13,98,381,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,121,966,2596,3495,0,0,1603,0,0,333,122422
QF_LRA/tta_startup/simple_startup_8nodes.bug.induct.smt2,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,233,18,98,357,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,114,421,1844,2416,0,0,1025,0,0,279,86776
QF_LRA/tta_startup/simple_startup_11nodes.bug.induct.smt2,1,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,386,24,134,618,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,153,706,3218,3940,0,0,1718,0,0,354,142766
QF_LRA/tta_startup/simple_startup_14nodes.missing.induct.smt2,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,205,575,30,170,951,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,192,1063,4968,5822,0,0,2589,0,0,427,215189
QF_LRA/tta_startup/simple_startup_6nodes.bug.induct.smt2,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,151,14,74,223,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,88,271,1138,1600,0,0,663,0,0,249,57588
QF_LRA/tta_startup/simple_startup_6nodes.abstract.base.smt2,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,80,7,50,123,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,67,156,627,1181,0,0,475,0,0,194,38562
QF_LRA/tta_startup/simple_startup_15nodes.bug.induct.smt2,1,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,646,32,182,1078,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,205,1198,5638,6532,0,0,2922,0,0,454,242539
QF_LRA/tta_startup/simple_startup_15nodes.synchro.base.smt2,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,332,16,122,564,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,148,1476,3940,5004,0,0,2356,0,0,405,180173
QF_LRA/tta_startup/simple_startup_3nodes.bug.induct.smt2,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,58,8,38,82,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,49,106,394,676,0,0,270,0,0,154,24331
QF_LRA/tta_startup/simple_startup_15nodes.abstract.base.smt2,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,332,16,122,564,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,148,642,3102,4529,0,0,1942,0,0,391,150722
QF_LRA/tta_startup/simple_startup_11nodes.missing.induct.smt2,1,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,386,24,134,618,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,153,706,3216,3938,0,0,1716,0,0,352,142749
QF_LRA/tta_startup/simple_startup_14nodes.bug.induct.smt2,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,575,30,170,951,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,192,1063,4970,5824,0,0,2591,0,0,429,214767
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d110.6.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,240158
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d100.3.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,240039
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d80.3.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,240025
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d60.2.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,239934
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d90.7.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,240039
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2,3191,0,1273,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,252,0,2,60,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3302,2353,0,435,0,30,0,0,4,239948
QF_LRA/2019-ezsmt/robotics/1_4.smt2,174,0,162,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,42,0,31,0,0,3,19179
QF_LRA/2019-ezsmt/robotics/3_1.smt2,433,0,408,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,115,0,86,0,0,3,48473
QF_LRA/2019-ezsmt/robotics/2_1.smt2,371,0,338,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,2,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,103,0,68,0,0,3,42735
QF_LRA/2019-ezsmt/robotics/2_4.smt2,370,0,338,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,2,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,102,0,67,0,0,3,42607
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_7.lp.smt2,22310,0,8021,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1184,592,0,2,669,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22840,16000,0,2453,0,1269,0,0,4,1571751
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2,22310,0,8021,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1184,592,0,2,669,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22840,16000,0,2453,0,1269,0,0,4,1571797
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_6.lp.smt2,25300,0,9101,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1344,672,0,2,759,0,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25890,18140,0,2783,0,1439,0,0,4,1786785
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_13.lp.smt2,25200,0,9021,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1312,656,0,2,759,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25866,18080,0,2751,0,1439,0,0,4,1776305
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_5.lp.smt2,22266,0,7981,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1168,584,0,2,669,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22840,15976,0,2437,0,1269,0,0,4,1567861
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_11.lp.smt2,22303,0,7911,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1140,570,0,2,669,0,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23068,16048,0,2409,0,1269,0,0,4,1564718
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_3.lp.smt2,22509,0,8001,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1176,588,0,2,669,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23282,16209,0,2445,0,1269,0,0,4,1580288
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2,25273,0,9081,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1336,668,0,2,759,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25880,18123,0,2775,0,1439,0,0,4,1782801
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_8.lp.smt2,22458,0,8011,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1180,590,0,2,669,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23158,16153,0,2449,0,1269,0,0,4,1580949
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_4.lp.smt2,22307,0,8001,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1176,588,0,2,669,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22878,16007,0,2445,0,1269,0,0,4,1571114
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_5.lp.smt2,22266,0,7981,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1168,584,0,2,669,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22840,15976,0,2437,0,1269,0,0,4,1567791
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_14.lp.smt2,22420,0,8021,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1184,592,0,2,669,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23060,16110,0,2453,0,1269,0,0,4,1579848
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2,25306,0,9061,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1328,664,0,2,759,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25990,18166,0,2767,0,1439,0,0,4,1782437
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0018-labyrinth-11-0.smt2,187822,0,60080,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7145,3572,0,3,1010,0,8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,218583,175170,0,8185,0,1040,0,0,4,12643545
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0003-labyrinth-11-0.smt2,187354,0,59927,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7109,3554,0,3,1009,0,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,218044,174747,0,8148,0,1039,0,0,4,12606237
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2,251076,0,80127,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9581,4790,0,3,1341,0,10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,292552,234394,0,10955,0,1374,0,0,4,17002583
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0059-labyrinth-13-0.smt2,327327,0,104284,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12549,6274,0,3,1740,0,14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,381677,305757,0,14325,0,1776,0,0,4,22301902
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0075-labyrinth-13-0.smt2,327619,0,104377,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12569,6284,0,3,1740,0,14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,382015,306021,0,14345,0,1776,0,0,4,22314390
QF_LRA/2019-ezsmt/blending/15.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47221
QF_LRA/2019-ezsmt/blending/14.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47221
QF_LRA/2019-ezsmt/blending/2.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47239
QF_LRA/2019-ezsmt/blending/18.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47221
QF_LRA/2019-ezsmt/blending/6.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47233
QF_LRA/2019-ezsmt/blending/23.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47245
QF_LRA/2019-ezsmt/blending/17.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47209
QF_LRA/2019-ezsmt/blending/16.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47227
QF_LRA/2019-ezsmt/blending/19.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47227
QF_LRA/2019-ezsmt/blending/12.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47233
QF_LRA/2019-ezsmt/blending/13.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47209
QF_LRA/2019-ezsmt/blending/29.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47251
QF_LRA/2019-ezsmt/blending/input01.txt.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47215
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0043-labyrinth-13-0.smt2,326889,0,104150,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12533,6266,0,3,1740,0,14272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,381240,305385,0,14309,0,1776,0,0,4,22264168
QF_LRA/2019-ezsmt/blending/28.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47215
QF_LRA/2019-ezsmt/blending/27.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47263
QF_LRA/2019-ezsmt/blending/7.smt2,609,0,363,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,61,2,76,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,136,0,110,0,90,0,0,4,47233
QF_LRA/sc/sc-36.induction3.cvc.smt2,1,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,78,289,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,254,468,2064,0,294,1731,0,0,265,89773
QF_LRA/sc/sc-23.induction3.cvc.smt2,1,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,52,185,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,163,299,1323,0,190,1107,0,0,174,57521
QF_LRA/sc/sc-9.induction.cvc.smt2,1,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,4,63,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,117,495,0,19,415,0,0,66,19731
QF_LRA/sc/sc-10.induction3.cvc.smt2,1,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,26,81,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,72,130,582,0,86,483,0,0,83,25216
QF_LRA/sc/sc-28.base.cvc.smt2,1,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,4,193,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,229,364,1529,0,85,1261,0,0,159,60972
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0143-labyrinth-14-0.smt2,418468,0,133125,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16121,8060,0,3,2210,0,18330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,488329,391115,0,18370,0,2249,0,0,4,28689883
QF_LRA/sc/sc-31.induction.cvc.smt2,1,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,4,217,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,218,403,1683,0,63,1427,0,0,198,67200
QF_LRA/sc/sc-6.base.cvc.smt2,1,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,39,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,78,341,0,19,271,0,0,49,13443
