path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,Array,select,store,store_all,eqrange,Int,Real,div,mod,divisible,iand,int.pow2,div_total,mod_total,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,exists,forall,let,maxTermDepth,normalizedSize
ALIA/piVC/piVC_647bf6.smt2,1,0,11,0,0,0,0,0,0,0,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,8,0,3,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,12,0,12,0,0,4,12,1,14,2365
ALIA/piVC/piVC_2186b5.smt2,1,0,15,0,0,0,0,0,0,0,0,45,5,0,0,32,0,0,0,0,0,0,0,0,0,0,5,26,0,1,77,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,76,20,0,24,0,0,12,20,2,29,4599
ALIA/20230321-UltimateAutomizerSvcomp2023/test_mutex_double_unlock.i_21.smt2,11,0,13,0,0,0,0,0,0,0,10,21,26,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,21,0,0,3,0,6,12,6161
ALIA/20230321-UltimateAutomizerSvcomp2023/test_mutex_unlock_at_exit.i_33.smt2,9,0,19,0,0,0,0,0,0,0,3,6,17,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,2,0,2,10,4312
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_38.smt2,9,0,10,0,0,0,0,0,0,0,15,22,17,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,22,0,0,0,6,3,13,6447
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_34.smt2,11,0,11,0,0,0,0,0,0,0,10,30,26,0,0,38,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,22,0,0,0,9,4,15,7246
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_6.smt2,5,0,12,0,0,0,0,0,0,0,1,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,1,7,3124
ALIA/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_17.smt2,4,0,16,0,0,0,0,0,0,0,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,11,0,0,1,0,1,9,3164
ALIA/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_155.smt2,2,0,5,0,0,0,0,0,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,1,0,6,2117
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_prepend_unequal.i_61.smt2,5,0,15,0,0,0,0,0,0,0,8,27,14,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,14,0,0,0,1,3,12,6077
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_insert_equal.i_16.smt2,5,0,14,0,0,0,0,0,0,0,4,8,8,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,10,3846
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_prepend_unequal.i_63.smt2,8,0,10,0,0,0,0,0,0,0,6,19,16,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,15,0,0,0,6,3,15,5279
ALIA/20230321-UltimateAutomizerSvcomp2023/process_queue.i_11.smt2,5,0,9,0,0,0,0,0,0,0,6,26,22,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,4,4,17,4405
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-01-2.i_2.smt2,5,0,10,0,0,0,0,0,0,0,12,24,24,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,11,0,0,0,10,4,16,5556
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_155.smt2,6,0,25,0,0,0,0,0,0,0,3,35,21,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0,0,39,0,0,0,2,5,14,9669
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_of_dll-2.i_23.smt2,14,0,20,0,0,0,0,0,0,0,1,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,17,0,0,1,0,0,7,4486
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_63.smt2,6,0,7,0,0,0,0,0,0,0,36,67,36,0,0,74,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,1,0,0,50,0,0,0,27,19,15,9782
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_4.smt2,7,0,9,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,3,0,0,6,2483
ALIA/20230321-UltimateAutomizerSvcomp2023/simple_built_from_end.i_51.smt2,5,0,10,0,0,0,0,0,0,0,8,22,8,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,15,0,0,0,2,4,11,4310
ALIA/20230321-UltimateAutomizerSvcomp2023/list-1.i_18.smt2,5,0,10,0,0,0,0,0,0,0,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,2,1,7,2734
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_197.smt2,6,0,21,0,0,0,0,0,0,0,4,30,10,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,27,0,0,1,4,5,12,6767
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_append_equal.i_55.smt2,7,0,10,0,0,0,0,0,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,5,2534
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_148.smt2,6,0,16,0,0,0,0,0,0,0,3,19,5,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,26,0,0,0,2,3,14,5490
ALIA/20230321-UltimateAutomizerSvcomp2023/list-ext_flag.i_119.smt2,6,0,7,0,0,0,0,0,0,0,44,79,44,0,0,90,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,1,0,0,69,0,0,0,33,30,15,11682
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_127.smt2,2,0,9,0,0,0,0,0,0,0,6,8,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,11,0,0,2,0,2,8,3519
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_of_cslls.i_45.smt2,15,0,13,0,0,0,0,0,0,0,2,26,2,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,4,9,4300
ALIA/20230321-UltimateAutomizerSvcomp2023/list_and_tree_cnstr-2.i_83.smt2,3,0,8,0,0,0,0,0,0,0,4,16,12,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,2,4,13,3847
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_prepend_equal.i_9.smt2,9,0,13,0,0,0,0,0,0,0,2,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,0,0,5,2832
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_80.smt2,5,0,11,0,0,0,0,0,0,0,4,16,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,2,10,3674
ALIA/20230321-UltimateAutomizerSvcomp2023/list_search-1.i_2.smt2,9,0,13,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,5,2498
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_34.smt2,6,0,18,0,0,0,0,0,0,0,0,10,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,11,0,0,2,0,0,6,4270
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-rb-cnstr_1-2.i_2.smt2,8,0,10,0,0,0,0,0,0,0,7,11,8,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,0,0,0,6,1,11,3572
ALIA/20230321-UltimateAutomizerSvcomp2023/prefixsum_rec.c_20.smt2,5,0,10,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,9,2437
ALIA/20230321-UltimateAutomizerSvcomp2023/list_flag-2.i_22.smt2,9,0,10,0,0,0,0,0,0,0,2,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0,6,2863
ALIA/20230321-UltimateAutomizerSvcomp2023/list_search-2.i_30.smt2,9,0,21,0,0,0,0,0,0,0,3,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,20,0,0,3,0,0,6,3822
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_207.smt2,3,0,12,0,0,0,0,0,0,0,8,9,12,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,11,0,0,2,0,2,8,3942
ALIA/20230321-UltimateAutomizerSvcomp2023/ex3_forlist.i_169.smt2,3,0,8,0,0,0,0,0,0,0,1,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,7,0,0,1,0,0,9,2586
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-optional-1.i_12.smt2,5,0,9,0,0,0,0,0,0,0,44,70,64,0,0,104,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,2,0,0,31,0,0,0,32,26,25,12150
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_73.smt2,5,0,11,0,0,0,0,0,0,0,4,19,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,12,0,0,0,1,4,10,4005
ALIA/20230321-UltimateAutomizerSvcomp2023/sll-sorted-1.i_7.smt2,5,0,9,0,0,0,0,0,0,0,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,6,2562
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_remove_all_reverse.i_12.smt2,5,0,9,0,0,0,0,0,0,0,4,32,12,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,17,0,0,0,4,10,13,5210
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_prepend_unequal.i_70.smt2,5,0,17,0,0,0,0,0,0,0,8,17,14,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,1,12,4958
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_218.smt2,20,0,16,0,0,0,0,0,0,0,1,30,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,17,0,0,0,2,1,11,5112
ALIA/20230321-UltimateAutomizerSvcomp2023/merge_sort-2.i_4.smt2,13,0,11,0,0,0,0,0,0,0,1,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,14,0,0,0,1,2,10,3318
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2c_insert_unequal.i_55.smt2,9,0,13,0,0,0,0,0,0,0,2,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,0,0,5,2829
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_update_all.i_5.smt2,5,0,10,0,0,0,0,0,0,0,2,10,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,2,2,7,3125
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-token-1.i_20.smt2,8,0,9,0,0,0,0,0,0,0,14,25,26,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,20,0,0,0,8,3,14,5360
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2n_prepend_equal.i_56.smt2,5,0,11,0,0,0,0,0,0,0,6,42,22,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,4,8,16,5913
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_72.smt2,3,0,18,0,0,0,0,0,0,0,8,25,16,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,25,0,0,3,0,2,8,5586
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_164.smt2,5,0,20,0,0,0,0,0,0,0,4,30,10,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,26,0,0,1,4,5,12,6620
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_equal.i_61.smt2,5,0,12,0,0,0,0,0,0,0,8,19,10,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,15,0,0,1,1,3,10,4843
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_append_unequal.i_8.smt2,7,0,10,0,0,0,0,0,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,5,2537
ALIA/20230321-UltimateAutomizerSvcomp2023/simple_built_from_end.i_17.smt2,6,0,9,0,0,0,0,0,0,0,4,11,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,13,0,0,0,5,1,10,3238
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-optional-1.i_14.smt2,5,0,10,0,0,0,0,0,0,0,56,84,90,0,0,132,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,2,0,0,35,0,0,0,36,34,25,14359
ALIA/20230321-UltimateAutomizerSvcomp2023/prefixsum_rec.c_4.smt2,1,0,6,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,11,2174
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_circular_traversal-2.i_161.smt2,6,0,26,0,0,0,0,0,0,0,3,33,21,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,33,0,0,0,2,5,14,9168
ALIA/20230321-UltimateAutomizerSvcomp2023/skiplist_3lvl.i_43.smt2,5,0,11,0,0,0,0,0,0,0,4,10,4,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,1,2,10,3650
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_30.smt2,2,0,9,0,0,0,0,0,0,0,8,10,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,11,0,0,2,0,2,8,3834
ALIA/20230321-UltimateAutomizerSvcomp2023/simple_search_value-1.i_64.smt2,2,0,7,0,0,0,0,0,0,0,13,17,17,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,17,0,0,0,4,0,19,4302
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_12.smt2,2,0,8,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,6,2275
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_113.smt2,3,0,11,0,0,0,0,0,0,0,8,9,12,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,11,0,0,2,0,2,8,3867
ALIA/20230321-UltimateAutomizerSvcomp2023/sll2n_insert_unequal.i_40.smt2,5,0,19,0,0,0,0,0,0,0,4,13,8,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,1,10,4013
ALIA/20230321-UltimateAutomizerSvcomp2023/dll_of_dll-1.i_48.smt2,7,0,20,0,0,0,0,0,0,0,2,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,18,0,0,2,0,0,7,4925
ALIA/20230321-UltimateAutomizerSvcomp2023/test_add-2.i_80.smt2,11,0,14,0,0,0,0,0,0,0,26,34,59,0,0,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,20,0,0,40,0,0,12,0,16,23,10446
