path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,BitVec,bvempty,concat,extract,repeat,bvnot,bvand,bvor,bvnand,bvnor,bvxor,bvxnor,bvcomp,bvneg,bvadd,bvmul,bvudiv,bvurem,bvsub,bvsdiv,bvsrem,bvsmod,bvult,bvule,bvugt,bvuge,bvslt,bvsle,bvsgt,bvsge,bvshl,bvlshr,bvashr,zero_extend,sign_extend,rotate_left,rotate_right,reduce_and,reduce_or,reduce_xor,bvite,bv1ult,bitOf,bvuaddo,bvsaddo,bvumulo,bvsmulo,bvusubo,bvssubo,bvsdivo,bvultbv,bvsltbv,bvredand,bvredor,int2bv,bv2nat,bvsize,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,exists,forall,let,maxTermDepth,normalizedSize
BV/2017-Preiner-scholl-smt08/RND/RND_4_2.smt2,1,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,54,48,74,0,0,0,0,0,0,0,0,0,0,2,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,0,0,10,0,0,13,11,0,15,4762
BV/2017-Preiner-scholl-smt08/RND/RND_3_1.smt2,1,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,4,0,0,8,3,0,13,2101
BV/2017-Preiner-scholl-smt08/RND/RND_6_21.smt2,1,0,7,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,516,681,917,0,0,0,0,0,0,0,0,0,0,48,43,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,134,121,0,0,84,0,0,74,54,11,24,43055
BV/2017-Preiner-scholl-smt08/RND/RND_4_11.smt2,1,0,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,102,114,170,0,0,0,0,0,0,0,0,0,0,8,16,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,26,0,0,22,0,0,16,17,2,18,9145
BV/2017-Preiner-scholl-smt08/RND/RND_6_26.smt2,1,0,7,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,495,624,796,0,0,0,0,0,0,0,0,0,0,42,28,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,115,97,0,0,62,0,0,32,50,4,26,37297
BV/2017-Preiner-scholl-smt08/RND/RND_4_22.smt2,1,0,5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,330,335,495,0,0,0,0,0,0,0,0,0,0,34,26,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76,94,0,0,58,0,0,26,22,4,21,23779
BV/2017-Preiner-scholl-smt08/RND/RND_6_36.smt2,1,0,7,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1379,1957,2230,0,0,0,0,0,0,0,0,0,0,107,120,98,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,321,300,0,0,188,0,0,62,66,8,27,106943
BV/2017-Preiner-scholl-smt08/RND/RND_6_19.smt2,1,0,7,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,174,224,282,0,0,0,0,0,0,0,0,0,0,13,9,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,31,0,0,23,0,0,23,19,2,22,13776
BV/2017-Preiner-scholl-smt08/RND/RND_4_23.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,136,219,0,0,0,0,0,0,0,0,0,0,11,17,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56,48,0,0,36,0,0,1,2,2,17,11199
BV/2017-Preiner-scholl-smt08/RND/RND_6_28.smt2,1,0,7,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,475,706,867,0,0,0,0,0,0,0,0,0,0,30,29,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,99,92,0,0,69,0,0,32,26,4,26,38087
BV/2017-Preiner-scholl-smt08/RND/RND_6_14.smt2,1,0,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,136,151,218,0,0,0,0,0,0,0,0,0,0,9,14,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,34,0,0,27,0,0,20,25,1,21,11406
BV/2017-Preiner-scholl-smt08/RND/RND_6_40.smt2,1,0,7,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1163,1538,1905,0,0,0,0,0,0,0,0,0,0,100,88,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,285,244,0,0,172,0,0,17,16,12,27,85085
BV/2017-Preiner-scholl-smt08/RND/RND_6_30.smt2,1,0,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,388,439,623,0,0,0,0,0,0,0,0,0,0,29,36,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,101,95,0,0,65,0,0,24,21,4,22,28728
BV/2017-Preiner-scholl-smt08/RND/RND_3_12.smt2,1,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,57,47,76,0,0,0,0,0,0,0,0,0,0,3,8,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,16,0,0,10,0,0,12,8,1,15,4799
BV/2017-Preiner-scholl-smt08/RND/RND_3_13.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,36,57,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,11,0,0,3,1,0,15,3389
BV/2017-Preiner-scholl-smt08/RND/RND_6_15.smt2,1,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,176,192,257,0,0,0,0,0,0,0,0,0,0,11,14,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,38,0,0,24,0,0,18,14,1,21,12631
BV/2017-Preiner-scholl-smt08/RND/RND_4_24.smt2,1,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,227,231,355,0,0,0,0,0,0,0,0,0,0,28,22,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,77,73,0,0,58,0,0,7,13,4,20,17713
BV/2017-Preiner-scholl-smt08/RND/RND_6_8.smt2,1,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,36,48,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,8,0,0,5,3,1,17,3084
BV/2017-Preiner-scholl-smt08/RND/RND_6_33.smt2,1,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,760,917,1204,0,0,0,0,0,0,0,0,0,0,71,60,103,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,228,222,0,0,138,0,0,12,13,10,25,57695
BV/2017-Preiner-scholl-smt08/RND/RND_4_1.smt2,1,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,36,57,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,9,0,0,8,0,0,10,8,1,17,3789
BV/2017-Preiner-scholl-smt08/RND/RND_4_3.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,13,24,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,5,0,0,1,2,0,12,1890
BV/2017-Preiner-scholl-smt08/RND/RND_4_12.smt2,1,0,5,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,125,118,177,0,0,0,0,0,0,0,0,0,0,10,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,34,0,0,22,0,0,17,19,2,18,9661
BV/2017-Preiner-scholl-smt08/RND/RND_4_4.smt2,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,25,44,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,0,0,7,0,0,2,4,1,14,2921
BV/2017-Preiner-scholl-smt08/RND/RND_3_10.smt2,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,3,0,0,2,2,0,12,1410
BV/2017-Preiner-scholl-smt08/RND/RND_6_23.smt2,1,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,256,301,421,0,0,0,0,0,0,0,0,0,0,25,26,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,73,74,0,0,50,0,0,10,11,5,23,20119
BV/2017-Preiner-scholl-smt08/RND/RND_6_1.smt2,1,0,7,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,73,86,127,0,0,0,0,0,0,0,0,0,0,5,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,16,0,0,14,0,0,21,21,0,18,7468
BV/2017-Preiner-scholl-smt08/RND/RND_4_20.smt2,1,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,85,85,123,0,0,0,0,0,0,0,0,0,0,5,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,20,0,0,13,0,0,5,3,2,18,6543
BV/2017-Preiner-scholl-smt08/RND/RND_3_8.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,9,17,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,2,0,0,2,2,0,12,1703
BV/2017-Preiner-scholl-smt08/RND/RND_6_29.smt2,1,0,7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,418,520,675,0,0,0,0,0,0,0,0,0,0,34,31,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,87,79,0,0,51,0,0,15,13,8,24,29680
BV/2017-Preiner-scholl-smt08/RND/RND_3_28.smt2,1,0,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,162,123,227,0,0,0,0,0,0,0,0,0,0,12,13,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,52,0,0,39,0,0,27,17,2,17,12501
BV/2017-Preiner-scholl-smt08/RND/RND_3_20.smt2,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,26,41,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,6,0,0,2,2,1,14,2686
BV/2017-Preiner-scholl-smt08/RND/RND_4_27.smt2,1,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,192,166,293,0,0,0,0,0,0,0,0,0,0,24,23,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,78,68,0,0,55,0,0,9,6,4,20,15030
BV/2017-Preiner-scholl-smt08/RND/RND_3_29.smt2,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,88,76,128,0,0,0,0,0,0,0,0,0,0,8,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,25,0,0,17,0,0,2,2,1,17,6654
BV/2017-Preiner-scholl-smt08/RND/RND_3_7.smt2,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,14,22,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,3,0,0,3,3,0,13,1896
BV/2017-Preiner-scholl-smt08/RND/RND_6_9.smt2,1,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,74,91,118,0,0,0,0,0,0,0,0,0,0,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,11,0,0,9,0,0,16,11,1,21,6552
BV/2017-Preiner-scholl-smt08/RND/RND_3_9.smt2,1,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,12,29,0,0,0,0,0,0,0,0,0,0,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,4,0,0,7,5,0,13,2505
BV/2017-Preiner-scholl-smt08/RND/RND_3_18.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,33,59,0,0,0,0,0,0,0,0,0,0,7,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,7,0,0,2,2,0,14,3557
BV/2017-Preiner-scholl-smt08/RND/RND_6_27.smt2,1,0,6,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,327,370,521,0,0,0,0,0,0,0,0,0,0,21,27,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,83,86,0,0,62,0,0,18,25,5,22,24657
BV/2017-Preiner-scholl-smt08/RND/RND_6_2.smt2,1,0,7,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,99,96,142,0,0,0,0,0,0,0,0,0,0,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,29,0,0,17,0,0,21,25,0,18,8368
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_36.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,158,188,246,0,0,0,0,0,0,0,0,0,0,19,9,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,51,0,0,31,0,0,2,2,1,20,12572
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_59.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,251,306,348,0,0,0,0,0,0,0,0,0,0,32,42,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,117,111,0,0,84,0,0,2,1,1,21,22314
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_58.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,124,110,177,0,0,0,0,0,0,0,0,0,0,21,10,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,55,0,0,36,0,0,2,1,1,18,10018
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_46.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,76,120,0,0,0,0,0,0,0,0,0,0,12,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,27,0,0,20,0,0,2,1,1,18,6846
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_31.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,120,158,198,0,0,0,0,0,0,0,0,0,0,12,18,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,37,0,0,25,0,0,2,2,1,20,10483
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_54.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,334,426,427,0,0,0,0,0,0,0,0,0,0,56,44,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,165,162,0,0,124,0,0,2,1,1,21,30529
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_12.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,42,64,0,0,0,0,0,0,0,0,0,0,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,12,0,0,10,0,0,2,1,1,16,3759
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_66.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,970,3162,797,0,0,0,0,0,0,0,0,0,0,289,285,252,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,813,783,0,0,495,0,0,2,2,7,30,132220
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_5.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,19,31,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,8,0,0,2,1,1,15,2273
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_35.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,152,154,204,0,0,0,0,0,0,0,0,0,0,16,21,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,47,0,0,26,0,0,2,2,1,20,10784
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_37.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,62,87,0,0,0,0,0,0,0,0,0,0,10,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,18,0,0,10,0,0,2,2,1,19,4860
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_43.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,47,80,0,0,0,0,0,0,0,0,0,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,15,0,0,16,0,0,2,1,1,16,4663
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_57.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,280,381,424,0,0,0,0,0,0,0,0,0,0,31,35,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,96,0,0,71,0,0,2,2,1,22,23827
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_54.smt2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,418,694,585,0,0,0,0,0,0,0,0,0,0,57,48,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,171,168,0,0,126,0,0,2,2,1,23,39571
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_3_53.smt2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,158,226,0,0,0,0,0,0,0,0,0,0,17,18,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59,62,0,0,41,0,0,2,1,1,19,12641
